Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,FamilySize,AgeCategory,FareCategory
0,3,0,21.0,0,0,A/4. 39886,-0.49109527471725073,,S,1,young_adult,very_low
1,1,1,49.0,1,0,PC 17572,0.895993560684828,D33,C,2,adult,very_low
1,2,1,29.0,1,0,2926,-0.12484966611715337,,S,2,young_adult,very_low
0,1,0,65.0,0,1,113509,0.5991736306380456,B30,C,2,senior,very_low
1,1,0,29.69911764705882,0,0,19947,0.06632249221806229,C52,S,1,young_adult,very_low
1,2,1,21.0,0,0,C.A. 31026,-0.43676213497987365,,S,1,young_adult,very_low
0,3,0,28.5,0,0,2697,-0.502581702925434,,C,1,young_adult,very_low
1,2,1,5.0,1,2,C.A. 34651,-0.08963374221329785,,S,4,child,very_low
0,3,0,11.0,5,2,CA 2144,0.29572908222032107,,S,8,child,very_low
0,3,0,22.0,0,0,2669,-0.502581702925434,,C,1,young_adult,very_low
1,1,1,38.0,0,0,113572,0.9618131286303883,B28,,1,adult,very_low
0,1,0,45.0,1,0,36973,1.0317418918109011,C83,S,2,adult,very_low
0,3,0,4.0,3,2,347088,-0.08661523445011025,,S,6,child,very_low
0,1,0,29.69911764705882,0,0,PC 17605,-0.09022134505786503,,C,1,young_adult,very_low
1,3,0,29.69911764705882,1,1,2661,-0.34126057402963506,,C,3,young_adult,very_low
1,2,1,29.0,0,0,C.A. 29395,-0.43676213497987365,F33,S,1,young_adult,very_low
0,3,0,19.0,0,0,S.P. 3464,-0.4838850658402499,,S,1,young_adult,very_low
1,3,1,17.0,4,2,3101281,-0.48857985158126105,,S,7,child,very_low
0,3,0,26.0,2,0,315151,-0.4737388550789219,,S,3,young_adult,very_low
0,2,0,32.0,0,0,C.A. 33111,-0.43676213497987365,,S,1,adult,very_low
0,3,1,16.0,5,2,CA 2144,0.29572908222032107,,S,8,child,very_low
0,2,0,21.0,0,0,S.O.C. 14879,0.8310111255589249,,S,1,young_adult,very_low
0,3,0,26.0,1,0,2680,-0.3571902456652305,,C,2,young_adult,very_low
1,3,0,32.0,0,0,1601,0.48882906084695926,,S,1,adult,very_low
0,3,0,25.0,0,0,348123,-0.49411378248043836,F G73,S,1,young_adult,very_low
0,3,0,29.69911764705882,0,0,349208,-0.4891674544258282,,S,1,young_adult,very_low
0,3,0,29.69911764705882,0,0,374746,-0.48606442844527137,,S,1,young_adult,very_low
1,2,0,0.83,0,2,248738,-0.06447951085340105,,S,3,child,very_low
1,3,1,30.0,0,0,364516,-0.39701844943123665,,S,1,adult,very_low
0,3,0,22.0,0,0,345767,-0.4669472126117498,,S,1,young_adult,very_low
1,3,0,29.0,0,0,345779,-0.4568855200677911,,S,1,young_adult,very_low
1,3,1,29.69911764705882,0,0,330932,-0.49134681703084965,,Q,1,young_adult,very_low
0,1,0,28.0,0,0,113059,0.2997537592379046,,S,1,young_adult,very_low
1,2,1,17.0,0,0,SO/C 14885,-0.43676213497987365,,S,1,child,very_low
1,3,1,33.0,3,0,3101278,-0.32910202475951533,,S,4,adult,very_low
0,3,0,16.0,1,3,W./C. 6608,0.043683683994155176,,S,5,child,very_low
0,3,0,29.69911764705882,0,0,SOTON/OQ 392086,-0.48606442844527137,,S,1,young_adult,very_low
1,1,1,23.0,3,2,19950,4.644392599719279,C23 C25 C27,S,6,young_adult,very_low
0,3,0,24.0,0,0,343275,-0.48606442844527137,,S,1,young_adult,very_low
0,3,0,29.0,0,0,343276,-0.48606442844527137,,S,1,young_adult,very_low
0,3,0,20.0,0,0,347466,-0.4900045872454856,,S,1,young_adult,very_low
0,1,0,46.0,1,0,W.E.P. 5734,0.5829904043503424,E31,S,2,adult,very_low
0,3,0,26.0,1,2,C.A. 2315,-0.23401903021910547,,S,4,young_adult,very_low
0,3,0,59.0,0,0,364500,-0.5021631365156053,,S,1,senior,very_low
0,3,0,29.69911764705882,0,0,374910,-0.48606442844527137,,S,1,young_adult,very_low
0,1,0,71.0,0,0,PC 17754,0.04930213311070178,A5,C,1,senior,very_low
1,1,0,23.0,0,1,PC 17759,0.6269257910127927,D10 D12,C,2,young_adult,very_low
1,2,1,34.0,0,1,231919,-0.18521982138090567,,S,2,adult,very_low
0,2,0,34.0,1,0,244367,-0.12484966611715337,,S,2,adult,very_low
0,3,1,28.0,0,0,349245,-0.4891674544258282,,S,1,young_adult,very_low
0,3,0,29.69911764705882,0,0,349215,-0.4891674544258282,,S,1,young_adult,very_low
0,1,0,21.0,0,1,35281,0.907228446579412,D26,S,2,young_adult,very_low
0,3,0,33.0,0,0,7540,-0.47390587917515165,,S,1,adult,very_low
0,3,0,37.0,2,0,3101276,-0.48857985158126105,,S,3,adult,very_low
0,3,0,28.0,0,0,349207,-0.4891674544258282,,S,1,young_adult,very_low
1,3,1,21.0,0,0,343120,-0.49411378248043836,,S,1,young_adult,very_low
1,3,0,29.69911764705882,0,0,312991,-0.4915983593444487,,S,1,young_adult,very_low
0,3,0,38.0,0,0,349249,-0.4891674544258282,,S,1,adult,very_low
1,3,1,29.69911764705882,1,0,371110,-0.16207792852980066,,Q,2,young_adult,very_low
0,1,0,47.0,0,0,110465,0.39835834616870003,C110,S,1,adult,very_low
0,3,1,14.5,1,0,2665,-0.3571902456652305,,C,2,child,very_low
0,3,0,22.0,0,0,324669,-0.48606442844527137,,S,1,young_adult,very_low
0,3,1,20.0,1,0,4136,-0.45034541991421795,,S,2,young_adult,very_low
0,3,1,17.0,0,0,2627,-0.35710773978637,,C,1,child,very_low
0,3,0,21.0,0,0,STON/O 2. 3101294,-0.48857985158126105,,S,1,young_adult,very_low
0,3,0,70.5,0,0,370369,-0.49210144397164657,,Q,1,senior,very_low
0,2,0,29.0,1,0,11668,-0.22546659155674054,,S,2,young_adult,very_low
0,1,0,24.0,0,1,PC 17558,4.332898697266388,B58 B60,C,2,young_adult,very_low
0,3,1,2.0,4,2,347082,-0.01869880977838891,,S,7,child,very_low
0,2,0,21.0,2,0,S.O.C. 14879,0.8310111255589249,,S,3,young_adult,very_low
0,3,0,29.69911764705882,0,0,A4. 54510,-0.48606442844527137,,S,1,young_adult,very_low
0,2,0,32.5,1,0,237736,-0.04293139010125909,,C,2,adult,very_low
1,2,1,32.5,0,0,27267,-0.38645367226008004,E101,S,1,adult,very_low
0,1,0,54.0,0,1,35281,0.907228446579412,D26,S,2,senior,very_low
1,3,0,12.0,1,0,2651,-0.4218366202601652,,C,2,child,very_low
0,3,0,29.69911764705882,0,0,370372,-0.49210144397164657,,Q,1,young_adult,very_low
1,3,0,24.0,0,0,C 17369,-0.5043424991206268,,S,1,young_adult,very_low
1,3,1,29.69911764705882,1,1,2668,-0.1981329975918223,F E69,C,3,young_adult,very_low
0,3,0,45.0,0,0,347061,-0.5076970674147826,,S,1,adult,very_low
0,3,0,33.0,0,0,349241,-0.4891674544258282,,C,1,adult,very_low
0,3,0,20.0,0,0,SOTON/O.Q. 3101307,-0.5061878135331888,,S,1,young_adult,very_low
0,3,1,47.0,1,0,A/5. 3337,-0.35626859462820387,,S,2,adult,very_low
1,2,1,29.0,1,0,228414,-0.12484966611715337,,S,2,young_adult,very_low
0,2,0,25.0,0,0,C.A. 29178,-0.38645367226008004,,S,1,young_adult,very_low
0,2,0,23.0,0,0,SC/PARIS 2133,-0.3452852510472186,,C,1,young_adult,very_low
1,1,1,19.0,0,2,11752,-0.11914871112174634,D47,S,3,young_adult,very_low
0,1,0,37.0,1,0,113803,0.4204940697654092,C123,S,2,adult,very_low
0,3,0,16.0,0,0,7534,-0.4625864750631981,,S,1,child,very_low
0,1,0,24.0,0,0,PC 17593,0.9457144205600544,B86,C,1,young_adult,very_low
0,3,1,29.69911764705882,0,2,2678,-0.34126057402963506,,C,3,young_adult,very_low
1,3,1,22.0,0,0,347081,-0.49210144397164657,,S,1,young_adult,very_low
1,3,1,24.0,1,0,STON/O2. 3101279,-0.32910202475951533,,S,2,young_adult,very_low
0,3,0,19.0,0,0,365222,-0.512224829059564,,Q,1,young_adult,very_low
0,2,0,18.0,0,0,231945,-0.4166387498919562,,S,1,young_adult,very_low
0,2,0,19.0,1,1,C.A. 33112,0.0914767235779591,,S,3,young_adult,very_low
1,3,0,27.0,0,0,350043,-0.49117979293462,,S,1,young_adult,very_low
0,3,1,9.0,2,2,W./C. 6608,0.043683683994155176,,S,5,child,very_low
0,2,0,36.5,0,2,230080,-0.12484966611715337,F2,S,3,adult,very_low
0,2,0,42.0,0,0,244310,-0.38645367226008004,,S,1,adult,very_low
0,2,0,51.0,0,0,S.O.P. 1166,-0.39601228017684087,,S,1,senior,very_low
1,1,1,22.0,1,0,113776,0.6921597684522944,C2,S,2,young_adult,very_low
0,3,0,55.5,0,0,A.5. 11206,-0.48606442844527137,,S,1,senior,very_low
0,3,0,40.5,0,2,A/5. 851,-0.35626859462820387,,S,3,adult,very_low
0,3,0,29.69911764705882,0,0,Fa 265302,-0.5009054249476105,,S,1,young_adult,very_low
0,1,0,51.0,0,1,PC 17597,0.5870995995852952,,C,2,senior,very_low
1,3,1,16.0,0,0,35851,-0.4924375045026148,,Q,1,child,very_low
0,3,0,30.0,0,0,SOTON/OQ 392090,-0.48606442844527137,,S,1,adult,very_low
0,3,0,29.69911764705882,0,0,315037,-0.4737388550789219,,S,1,young_adult,very_low
0,3,0,29.69911764705882,8,2,CA. 2343,0.751523754461651,,S,11,young_adult,very_low
0,3,0,44.0,0,1,371362,-0.32407117848753597,,S,2,adult,very_low
1,2,1,40.0,0,0,C.A. 33595,-0.33111436326830707,,S,1,adult,very_low
0,3,0,26.0,0,0,347068,-0.4915983593444487,,S,1,young_adult,very_low
0,3,0,17.0,0,0,315093,-0.4737388550789219,,S,1,child,very_low
0,3,0,1.0,4,1,3101295,0.15058916727371655,,S,6,child,very_low
1,3,0,9.0,0,2,363291,-0.23502519947350137,,S,3,child,very_low
1,1,1,29.69911764705882,0,1,113505,0.4587285014324523,E33,S,2,young_adult,very_low
0,3,1,45.0,1,4,347088,-0.08661523445011025,,S,6,adult,very_low
0,1,0,29.69911764705882,0,0,PC 17318,-0.12635891999874715,,S,1,young_adult,very_low
0,3,0,28.0,0,0,1601,0.48882906084695926,,S,1,young_adult,very_low
0,1,0,61.0,0,0,111240,0.026075722042227415,B19,S,1,senior,very_low
0,3,0,4.0,4,1,382652,-0.061964087717411374,,Q,6,child,very_low
1,3,1,1.0,1,1,347742,-0.42401799520369554,,S,3,child,very_low
0,3,0,21.0,0,0,STON/O 2. 3101280,-0.48857985158126105,,S,1,young_adult,very_low
0,1,0,56.0,0,0,17764,-0.03035427442131069,A7,C,1,senior,very_low
0,3,0,18.0,1,1,350404,-0.4900045872454856,,S,3,young_adult,very_low
0,3,0,29.69911764705882,3,1,4133,-0.13558146738453974,,S,5,young_adult,very_low
0,1,1,50.0,0,0,PC 17595,-0.07026498406617734,C49,C,1,senior,very_low
0,2,0,30.0,0,0,250653,-0.38645367226008004,,S,1,adult,very_low
0,3,0,36.0,0,0,LINE,-0.6480576784030068,,S,1,adult,very_low
0,3,1,29.69911764705882,8,2,CA. 2343,0.751523754461651,,S,11,young_adult,very_low
0,2,0,29.69911764705882,0,0,SC/PARIS 2131,-0.3452007328298493,,C,1,young_adult,very_low
0,3,0,9.0,4,2,347077,-0.016434928955998185,,S,7,child,very_low
1,2,0,1.0,2,1,230136,0.13675434002577333,F4,S,4,child,very_low
1,3,1,4.0,0,2,315153,-0.2048401218416252,,S,3,child,very_low
0,1,0,29.69911764705882,0,0,113767,0.35811157599286514,A32,S,1,young_adult,very_low
1,3,1,29.69911764705882,1,0,370365,-0.3361452095402864,,Q,2,young_adult,very_low
1,1,0,45.0,0,0,111428,-0.11378180431879875,,S,1,adult,very_low
0,3,0,40.0,1,1,364849,-0.3361452095402864,,Q,3,adult,very_low
0,3,0,36.0,0,0,349247,-0.4891674544258282,,S,1,adult,very_low
1,2,1,32.0,0,0,234604,-0.38645367226008004,,S,1,adult,very_low
0,2,0,19.0,0,0,28424,-0.38645367226008004,,S,1,young_adult,very_low
1,3,1,19.0,1,0,350046,-0.4900045872454856,,S,2,young_adult,very_low
1,2,0,3.0,1,1,230080,-0.12484966611715337,F2,S,3,child,very_low
1,1,1,44.0,0,0,PC 17610,-0.09022134505786503,B4,C,1,adult,very_low
1,1,1,58.0,0,0,PC 17569,2.300436803386727,B80,C,1,senior,very_low
0,3,0,29.69911764705882,0,0,368703,-0.49210144397164657,,Q,1,young_adult,very_low
0,3,0,42.0,0,1,4579,-0.478936725447131,,S,2,adult,very_low
1,3,1,29.69911764705882,0,0,370370,-0.49210144397164657,,Q,1,young_adult,very_low
0,2,1,24.0,0,0,248747,-0.38645367226008004,,S,1,young_adult,very_low
0,3,0,28.0,0,0,345770,-0.4568855200677911,,S,1,young_adult,very_low
0,3,0,29.69911764705882,8,2,CA. 2343,0.751523754461651,,S,11,young_adult,very_low
0,3,0,34.0,0,0,3101264,-0.5173401935489127,,S,1,adult,very_low
0,3,0,45.5,0,0,2628,-0.5026662211428032,,C,1,adult,very_low
1,3,0,18.0,0,0,A/5 3540,-0.48606442844527137,,S,1,young_adult,very_low
0,3,1,2.0,0,1,347054,-0.43751676192067057,G6,S,2,child,very_low
0,3,0,32.0,1,0,3101278,-0.32910202475951533,,S,2,adult,very_low
1,3,0,26.0,0,0,2699,-0.26998958106375787,,C,1,young_adult,very_low
1,3,1,16.0,0,0,367231,-0.49210144397164657,,Q,1,child,very_low
1,1,0,40.0,0,0,112277,-0.024232740677566176,A31,C,1,adult,very_low
0,3,0,24.0,0,0,SOTON/O.Q. 3101311,-0.5061878135331888,,S,1,young_adult,very_low
1,2,1,35.0,0,0,F.C.C. 13528,-0.22546659155674054,,S,1,adult,very_low
0,3,0,22.0,0,0,A/5 21174,-0.5021631365156053,,S,1,young_adult,very_low
0,2,0,30.0,0,0,250646,-0.38645367226008004,,S,1,adult,very_low
0,3,0,29.69911764705882,1,0,367229,-0.49210144397164657,,Q,2,young_adult,very_low
1,1,1,31.0,1,0,35273,1.6314187674308411,D36,C,2,adult,very_low
1,3,1,27.0,0,0,STON/O2. 3101283,-0.48857985158126105,,S,1,young_adult,very_low
0,2,0,42.0,1,0,243847,-0.10472628102923592,,S,2,adult,very_low
1,1,1,32.0,0,0,11813,0.8871895797088641,D15,C,1,adult,very_low
0,2,0,30.0,0,0,W/C 14208,-0.43676213497987365,,S,1,adult,very_low
1,3,0,16.0,0,0,SOTON/OQ 392089,-0.48606442844527137,,S,1,child,very_low
0,2,0,27.0,0,0,220367,-0.38645367226008004,,S,1,young_adult,very_low
0,3,0,51.0,0,0,21440,-0.48606442844527137,,S,1,senior,very_low
0,3,0,29.69911764705882,0,0,349234,-0.4891674544258282,,S,1,young_adult,very_low
1,1,0,38.0,1,0,19943,1.1630469795095626,C93,S,2,adult,very_low
0,3,0,22.0,0,0,PP 4348,-0.45990402783097867,,S,1,young_adult,very_low
1,2,0,19.0,0,0,SW/PP 751,-0.43676213497987365,,S,1,young_adult,very_low
0,3,0,20.5,0,0,A/5 21173,-0.5021631365156053,,S,1,young_adult,very_low
0,2,0,18.0,0,0,236171,-0.38645367226008004,,S,1,young_adult,very_low
0,3,1,29.69911764705882,3,1,4133,-0.13558146738453974,,S,5,young_adult,very_low
1,1,1,35.0,1,0,36973,1.0317418918109011,C83,S,2,adult,very_low
0,3,0,29.0,0,0,347067,-0.4915983593444487,,S,1,young_adult,very_low
0,2,0,59.0,0,0,237442,-0.3763919797161213,,S,1,senior,very_low
1,3,1,5.0,4,2,347077,-0.016434928955998185,,S,7,child,very_low
0,2,0,24.0,0,0,C.A. 29566,-0.43676213497987365,,S,1,young_adult,very_low
0,3,1,29.69911764705882,0,0,W./C. 6609,-0.4961261209892301,,S,1,young_adult,very_low
0,2,0,44.0,1,0,26707,-0.12484966611715337,,S,2,adult,very_low
1,2,1,8.0,0,2,C.A. 31921,-0.11981881984517401,,S,3,child,very_low
0,2,0,19.0,0,0,28665,-0.43676213497987365,,S,1,young_adult,very_low
0,2,0,33.0,0,0,SCO/W 1585,-0.40104312644882023,,S,1,adult,very_low
0,3,1,29.69911764705882,1,0,2665,-0.3571902456652305,,C,2,young_adult,very_low
1,3,1,29.69911764705882,1,0,367230,-0.3361452095402864,,Q,2,young_adult,very_low
0,2,0,29.0,0,0,W./C. 14263,-0.43676213497987365,,S,1,young_adult,very_low
0,3,0,22.0,0,0,STON/O 2. 3101275,-0.504678559651595,,S,1,young_adult,very_low
0,3,0,30.0,0,0,2694,-0.5026662211428032,,C,1,adult,very_low
0,1,0,44.0,2,0,19928,1.1630469795095626,C78,Q,3,adult,very_low
0,3,1,25.0,0,0,347071,-0.4915983593444487,,S,1,young_adult,very_low
1,2,1,24.0,0,2,250649,-0.35626859462820387,,S,3,young_adult,very_low
1,1,0,37.0,1,1,11751,0.40951072618442386,D35,S,3,adult,very_low
0,2,0,54.0,1,0,244252,-0.12484966611715337,,S,2,senior,very_low
0,3,0,29.69911764705882,0,0,362316,-0.5021631365156053,,S,1,young_adult,very_low
0,3,1,29.0,1,1,347054,-0.43751676192067057,G6,S,3,young_adult,very_low
0,1,0,62.0,0,0,113514,-0.11378180431879875,C87,S,1,senior,very_low
0,3,0,30.0,1,0,A/5. 3336,-0.32407117848753597,,S,2,adult,very_low
0,3,1,41.0,0,2,370129,-0.24131375731347557,,S,3,adult,very_low
1,3,1,29.0,0,2,2650,-0.34126057402963506,,C,3,young_adult,very_low
1,1,1,29.69911764705882,0,0,PC 17585,0.9457144205600544,,C,1,young_adult,very_low
1,1,1,30.0,0,0,110152,1.0926151317018515,B77,S,1,adult,very_low
1,1,1,35.0,0,0,PC 17755,9.661740104981664,,C,1,adult,very_low
1,2,1,50.0,0,1,230433,-0.12484966611715337,,S,2,senior,very_low
0,3,0,29.69911764705882,0,0,384461,-0.49210144397164657,,Q,1,young_adult,very_low
1,3,0,3.0,4,2,347077,-0.016434928955998185,,S,7,child,very_low
0,1,0,52.0,1,1,110413,0.9547699438496172,E67,S,3,senior,very_low
0,1,0,40.0,0,0,112059,-0.6480576784030068,B94,S,1,adult,very_low
0,3,1,29.69911764705882,0,0,382649,-0.49210144397164657,,Q,1,young_adult,very_low
0,2,0,36.0,0,0,C.A. 17248,-0.43676213497987365,,S,1,adult,very_low
0,3,0,16.0,4,1,3101295,0.15058916727371655,,S,6,child,very_low
1,3,0,25.0,1,0,347083,-0.4915983593444487,,S,2,young_adult,very_low
1,1,1,58.0,0,1,PC 17582,2.440127305651523,C125,S,2,senior,very_low
1,1,1,35.0,0,0,PC 17760,2.081343448242025,C99,S,1,adult,very_low
0,1,0,29.69911764705882,0,0,113798,-0.024232740677566176,,S,1,young_adult,very_low
1,3,0,25.0,0,0,LINE,-0.6480576784030068,,S,1,young_adult,very_low
1,2,1,41.0,0,1,250644,-0.2556516691886167,,S,2,adult,very_low
0,1,0,37.0,0,1,PC 17596,-0.05039314129185886,C118,C,2,adult,very_low
1,3,1,29.69911764705882,0,0,370375,-0.49210144397164657,,Q,1,young_adult,very_low
1,1,1,63.0,1,0,13502,0.9207272132963871,D7,S,2,senior,very_low
0,3,1,45.0,0,0,347073,-0.49210144397164657,,S,1,adult,very_low
0,2,0,29.69911764705882,0,0,239853,-0.6480576784030068,,S,1,young_adult,very_low
0,3,0,7.0,4,1,382652,-0.061964087717411374,,Q,6,child,very_low
1,3,1,35.0,1,1,C.A. 2673,-0.24055913037267862,,S,3,adult,very_low
0,3,0,65.0,0,0,336439,-0.49210144397164657,,Q,1,senior,very_low
0,3,0,28.0,0,0,347464,-0.4900045872454856,,S,1,young_adult,very_low
0,3,0,16.0,0,0,345778,-0.4568855200677911,,S,1,child,very_low
1,3,0,19.0,0,0,A/5. 10482,-0.48606442844527137,,S,1,young_adult,very_low
0,1,0,29.69911764705882,0,0,113056,-0.12484966611715337,A19,S,1,young_adult,very_low
0,3,0,33.0,0,0,349239,-0.4737388550789219,,C,1,adult,very_low
1,3,0,30.0,0,0,345774,-0.4568855200677911,,S,1,adult,very_low
0,3,0,22.0,0,0,349206,-0.4891674544258282,,S,1,young_adult,very_low
1,2,0,42.0,0,0,237798,-0.38645367226008004,,S,1,adult,very_low
1,3,1,22.0,0,0,370373,-0.49210144397164657,,Q,1,young_adult,very_low
1,1,1,26.0,0,0,19877,0.938671235779283,,S,1,young_adult,very_low
1,1,1,19.0,1,0,11967,1.1847641366964432,B49,C,2,young_adult,very_low
0,2,0,36.0,0,0,SC/Paris 2163,-0.3889690953960697,D,C,1,adult,very_low
0,3,1,24.0,0,0,349236,-0.4699657203749374,,S,1,young_adult,very_low
0,3,0,24.0,0,0,349233,-0.4891674544258282,,S,1,young_adult,very_low
0,1,0,29.69911764705882,0,0,PC 17612,-0.09022134505786503,,C,1,young_adult,very_low
0,3,0,23.5,0,0,2693,-0.502581702925434,,C,1,young_adult,very_low
0,1,1,2.0,1,2,113781,2.401641331670881,C22 C26,S,4,child,very_low
1,1,0,29.69911764705882,0,0,19988,-0.034294433221524895,C106,S,1,young_adult,very_low
1,1,1,50.0,0,1,PC 17558,4.332898697266388,B58 B60,C,2,senior,very_low
1,3,1,29.69911764705882,0,0,9234,-0.49210144397164657,,Q,1,young_adult,very_low
1,3,0,29.69911764705882,2,0,367226,-0.1801889751089263,,Q,3,young_adult,very_low
0,3,0,19.0,0,0,LINE,-0.6480576784030068,,S,1,young_adult,very_low
1,2,1,29.69911764705882,0,0,226593,-0.39953387256722633,E101,Q,1,young_adult,very_low
0,3,0,29.69911764705882,0,0,A/5 2466,-0.48606442844527137,,S,1,young_adult,very_low
1,1,0,0.92,1,2,113781,2.401641331670881,C22 C26,S,4,child,very_low
1,1,1,29.69911764705882,0,0,17421,1.583289667316069,,C,1,young_adult,very_low
1,1,1,17.0,1,0,PC 17758,1.5433789576712023,C65,C,2,child,very_low
0,2,0,30.0,1,0,P/PP 3381,-0.16509643629298823,,C,2,adult,very_low
1,1,1,30.0,0,0,PC 17485,0.4975505359440627,E36,C,1,adult,very_low
1,1,1,24.0,0,0,11767,1.0253688157535579,C54,C,1,young_adult,very_low
1,1,1,18.0,2,2,PC 17608,4.631815484039331,B57 B59 B63 B66,C,5,young_adult,very_low
0,2,1,26.0,1,1,250651,-0.12484966611715337,,S,3,young_adult,very_low
0,3,0,28.0,0,0,349243,-0.4891674544258282,,S,1,young_adult,very_low
0,2,0,43.0,1,1,F.C.C. 13529,-0.11981881984517401,,S,3,adult,very_low
1,3,1,26.0,0,0,347470,-0.4900045872454856,,S,1,young_adult,very_low
1,2,1,24.0,1,0,244367,-0.12484966611715337,,S,2,young_adult,very_low
0,2,0,54.0,0,0,29011,-0.3663302871721626,,S,1,senior,very_low
1,1,1,31.0,0,2,36928,2.669618413871151,C7,S,3,adult,very_low
1,1,1,40.0,1,1,16966,2.0585376159218884,E34,C,3,adult,very_low
0,3,0,22.0,0,0,A/5 21172,-0.5021631365156053,,S,1,young_adult,very_low
0,3,0,27.0,0,0,349219,-0.4891674544258282,,S,1,young_adult,very_low
1,2,1,30.0,0,0,234818,-0.39953387256722633,,Q,1,adult,very_low
1,2,1,22.0,1,1,248738,-0.06447951085340105,,S,3,young_adult,very_low
0,3,0,29.69911764705882,8,2,CA. 2343,0.751523754461651,,S,11,young_adult,very_low
1,1,1,36.0,0,0,PC 17760,2.081343448242025,C32,C,1,adult,very_low
